archive_id,ad_creative_body,page_name,partisanship
1397426843785767,"Big news: Joe announced Sen. Kamala Harris as his running mate! We’re so excited to have a strong leader like Kamala on Team Joe!

Are you excited too? Sign our card to welcome Kamala to the ticket today.",Joe Biden,liberal
2657781530926248,You can end the chaos.,Mike Bloomberg,liberal
962056010855270,Can you do something big for Bernie? A NH poll shows Bernie & Buttigieg within ONE POINT. Help Bernie win on Tuesday by making a donation right now to put him over the top.,Bernie Sanders,liberal
664100147661895,Donald Trump has hurt our health care. It's time for a change.,Mike Bloomberg,liberal
582415742386236,"With your support, Kamala Harris will be our country’s first woman Vice President. Sign your name if you’re excited to make history in November!",Joe Biden,liberal
644782229681795,"This is the Trump White House --

✔️Government shutdown
✔️Administration turnover
✔️ Record deficit

It's time to vote him out.",Mike Bloomberg,liberal
315757296174501,"We’re in a battle for the soul of this nation, but I know it’s a battle we can win if we do it together.

That’s why I’m counting on you to click here and request your ballot to vote from home. With your help, we’re going to defeat Donald Trump once and for all.",Joe Biden,liberal
115514376447811,"Mike Bloomberg will expand access to health care, lower costs, and protect Americans with pre-existing conditions.",Mike Bloomberg,liberal
257907142326138,"🚨 𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐒𝐂𝐎𝐓𝐔𝐒 𝐀𝐍𝐍𝐎𝐔𝐍𝐂𝐄𝐌𝐄𝐍𝐓: Donald Trump nominates Amy Coney Barrett to replace Ruth Bader Ginsburg for a lifetime appointment on the Supreme Court.

𝐃𝐎𝐍𝐀𝐓𝐄 𝐍𝐎𝐖: 𝐅𝐋𝐈𝐏 𝐓𝐇𝐄 𝐒𝐄𝐍𝐀𝐓𝐄 𝐀𝐍𝐃 𝐒𝐀𝐕𝐄 𝐎𝐔𝐑 𝐒𝐔𝐏𝐑𝐄𝐌𝐄 𝐂𝐎𝐔𝐑𝐓!
Mitch McConnell and Lindsey Graham are scrambling to confirm this right-wing nominee right before Election Day -- even when Americans across the country have already started casting their ballots. We cannot let them get away with this blatant power grab that could mean the end of 𝑅𝑜𝑒 𝑣. 𝑊𝑎𝑑𝑒 and the end of protections for people with pre-existing conditions. Make no mistake, this fight is just getting started, and we need you to make a donation right now to flip the Senate and protect the future of our Supreme Court. 𝗧𝗵𝗶𝘀 𝗖𝗔𝗡𝗡𝗢𝗧 𝘄𝗮𝗶𝘁: 𝗙𝘂𝘁𝘂𝗿𝗲 𝗴𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝗼𝗻𝘀 𝗮𝗿𝗲 𝗱𝗲𝗽𝗲𝗻𝗱𝗶𝗻𝗴 𝗼𝗻 𝘆𝗼𝘂𝗿 𝗮𝗰𝘁𝗶𝗼𝗻 𝗮𝘁 𝘁𝗵𝗶𝘀 𝗰𝗿𝗶𝘁𝗶𝗰𝗮𝗹 𝗺𝗼𝗺𝗲𝗻𝘁 𝗳𝗼𝗿 𝗼𝘂𝗿 𝗱𝗲𝗺𝗼𝗰𝗿𝗮𝗰𝘆.",Senate Democrats,liberal
203494310842833,You can end the chaos.,Mike Bloomberg,liberal
268483111210910,"If we can harness all of America's energy and talents, we can turn the threat of climate change into an opportunity. Joe Biden will lead us.",Joe Biden,liberal
669825210333206,,Joe Biden,liberal
824093648414135,Maternal mortality is on the rise. Mike Bloomberg has a plan to fix it and expand access to care for every American.,Mike Bloomberg,liberal
3335662603157531,"You Must Sign: We need 100,000 Democrats to stand with Barack Obama and DEMAND Congress adopt Vote-By-Mail. Voting by Mail is the only way to save our elections from Republican voter suppression. It will boost Democratic Turnout so we can beat Trump! That’s why President Obama is fighting for mail-in voting -- he knows it’s our silver bullet against Trump and his cheating Republicans! We need 100,000 signers to make Congress pass it! CLICK BELOW to sign the petition to pass Vote-By-Mail nationwide >>",Stop Republicans,liberal
3927877347240528,"Everything is on the line. Not just what we want for the next 50 years, but what we fought for and won in the last 50. This is a sobering moment for our country. November 3 will be a turning point for good or for bad in the battle for the soul of the nation.

Kamala and I need you now. The polls are tight. We’re up against giant super PACs spending relentlessly. Trump is running the best-funded incumbent campaign in history. I know we can beat all of that, but it’s going to take all of us together. Can you make a contribution right now to defeat Trump, flip the Senate, and elect Democrats nationwide?",Joe Biden,liberal
2084516618347481,"Jaime Harrison knows what it means to go without health care, attend an underfunded school, and feel forgotten by the people in power. 

That’s why he’s running for U.S. Senate. To restore hope to a broken political system. To bring people together. To work for all of South Carolina.",Jaime Harrison,liberal
926707611060771,Trump is rattled. And he should be. Mike is the one that can beat him.,Mike Bloomberg,liberal
824723304962105,,Joe Biden,liberal
264479764628700,"🔴 𝗟𝗜𝗩𝗘: [𝟭𝟭:𝟱𝟵 𝗣.𝗠. 𝗗𝗘𝗔𝗗𝗟𝗜𝗡𝗘 𝗧𝗢𝗡𝗜𝗚𝗛𝗧 | 𝟵𝟵.𝟯𝟳% 𝗧𝗢 𝗚𝗢𝗔𝗟] Mitch McConnell is proudly leading an ALL-OUT assault on President Obama’s legacy, but we still don’t know where you stand. That’s why we’re keeping our one-question survey open for just 𝟮𝟯𝟰 more top Democrats (like YOU!) until 11:59 p.m. tonight. If you miss our final deadline, your response will not be counted -- so please, tell us ASAP: Should we protect President Obama’s legacy?",Senate Democrats,liberal
613041982792203,Maternal mortality is on the rise—and the rate is 4x more for Black women. That’s wrong. Mike Bloomberg has a plan to fix it.,Mike Bloomberg,liberal
134357874588268,Donald Trump has hurt our health care. It's time for a change.,Mike Bloomberg,liberal
326968568236558,"By winning the New Hampshire primary, we have sent a profound message to the political establishment. But here is the truth: what they’ve thrown our way so far so far is NOTHING compared to what’s coming next. They wrote us off for a long time, but now we should expect everything they’ve got. 

Can you make a contribution to help us fight back and continue winning all over this country?",Bernie Sanders,liberal
830424124141658,We cannot afford four more years of broken promises.,Mike Bloomberg,liberal
770142650505021,Vote Biden-Harris.,Joe Biden,liberal
2851830055044595,,Joe Biden,liberal
641167406713446,"Government shutdowns, administration turnover, record deficit?

The only constant in Trump's White House is chaos. Let's do something about it. Learn more and vote him out:",Mike Bloomberg,liberal
493056991629647,We cannot afford four more years of broken promises.,Mike Bloomberg,liberal
521790395108471,Trump killed environmental protections — undermining protections to stop animals from going extinct. Stand up to defend our planet and Mike fight the war on science.,Mike Bloomberg,liberal
168347637602607,See why Mike Bloomberg is leading the fight against the NRA.,Mike Bloomberg,liberal
177059866962913,Mike Bloomberg led an effort that helped shutter MORE THAN HALF of the dirty coal-fired power plants in the United States.,Mike Bloomberg,liberal
570987957197045,"President Biden is counting on you! 

He just unveiled his once-in-a-century American Jobs Plan, which will rebuild the American economy and create millions of good-paying jobs.

Republicans are already attacking the plan, so President Biden needs to know: do you support his American Jobs Plan?

Take the Poll >>",Democratic Party,liberal
613541392798981,"This is the Trump White House --

✔️Government shutdown
✔️Administration turnover
✔️ Record deficit

It's time to vote him out.",Mike Bloomberg,liberal
187945115890718,We cannot afford four more years of broken promises.,Mike Bloomberg,liberal
368578247835714,"FACT: Washington D.C. has a larger population than states like Vermont and Wyoming.

FACT: D.C. residents are taxed like other states, but they are *DENIED REPRESENTATION* in Congress.

FACT: Republicans are blocking D.C. statehood because they're terrified of having 2 more Democratic Senators.

If D.C. statehood would lead to two additional Republican Senators, Mitch McConnell and his cronies would be fighting overtime to make it happen. D.C. citizens’ basic rights shouldn't be restricted because the city leans left. If you think D.C. should be a state, sign our petition now →",Progressive Turnout Project,liberal
766151320878208,{{product.brand}},Joe Biden,liberal
2699427273469379,"As president, Mike Bloomberg will expand health care to everyone.",Mike Bloomberg,liberal
193672281891978,"The next two weeks are without question THE most important of the campaign. There are several more big states that vote soon, and there are more super PACs than ever spending big to stop us, including one that just dropped $4 million in ads attacking us. The only way that we will be able to maintain our lead and WIN is by collecting lots and lots of donations right now.",Bernie Sanders,liberal
480930402593795,Another day another White House drama.,Mike Bloomberg,liberal
142885347102474,𝐔𝐑𝐆𝐄𝐍𝐓 𝐏𝐎𝐋𝐋: Kamala Harris is supporting Joe Biden. Pete Buttigieg is supporting Joe Biden. Cory Booker is supporting Joe Biden. Amy Klobuchar is supporting Joe Biden. They’re all supporting Joe Biden – are you? We need 246 additional responses to our poll before midnight: Will you vote for Joe Biden?,Democratic Governors Association (DGA),liberal
978668542539233,"Masks help prevent people from getting and spreading COVID-19.

We have to hold the line while everyone gets vaccinated. Keep wearing a mask, stay socially distanced, and wash your hands.

Act now to join President Biden’s fight against COVID >>>",Democratic Party,liberal
293208088501519,"The USPS is on track to run out of money soon and this administration is refusing to save it.

Now more than ever, we must come together to save one of the nation’s oldest and most valued public services. 

Demand Republicans Save the USPS⁠—Sign the Petition",Democratic Party,liberal
787620761783195,"I have a quick favor to ask – please request a ballot today so you can vote from home this election.

Voting from home is quick, easy, and works around your schedule. Join the millions of Americans voting by mail this year and take just a few minutes today to request a ballot.",Joe Biden,liberal
517040948998381,"Nate Silver’s FiveThirtyEight says Bernie and Joe have the best chance of winning the Democratic nomination, but a recent poll shows that Biden will BEAT Trump while Bernie could LOSE to Trump.  

We can't afford to let Trump win – but with voting already underway, we urgently need to close our $1,027 fundraising gap by midnight tonight if we’re going to make sure Joe Biden is on the ballot against Trump in November. Will you rush a donation now to make sure Joe Biden wins this primary and defeats Donald Trump?",Joe Biden,liberal
2437661859815334,Can we afford four more years of broken promises? It's time for a change.,Mike Bloomberg,liberal
2758411477580307,"Trump promised to fix

❌ National debt
❌ Health care coverage
❌ Infrastructure

Can we really afford more broken promisies?",Mike Bloomberg,liberal
510709749801742,"When the middle class has a chance to succeed, the American dream thrives. Mike is fighting for us.",Mike Bloomberg,liberal
630583904395168,"This is the Trump White House --

✔️Government shutdown
✔️Administration turnover
✔️ Record deficit

It's time to vote him out.",Mike Bloomberg,liberal
1687762941365407,Trump killed environmental protections — undermining protections to stop animals from going extinct. Stand up to defend our planet and Mike fight the war on science.,Mike Bloomberg,liberal
509481899752589,"Mike Bloomberg can take on the bully in the White House and win our country back. The gloves are off, but the fight is on.",Mike Bloomberg,liberal
610807812823592,"As the deadly coronavirus hits the United States, we need a leader who knows how to manage a crisis. As mayor, Mike Bloomberg steadied and rebuilt New York City in the aftermath of 9/11, oversaw the city's emergency response to natural disasters and upgraded hospital preparedness to manage health crises. Mike is ready to lead our country and keep us safe.",Mike Bloomberg,liberal
246053589724257,"When Mike Bloomberg was Mayor, he made every student and every school a priority.",Mike Bloomberg,liberal
358768761842811,"Hey North Carolina — make your plan to vote early.

There are two easy ways to vote early — by mail or in person. Find one that works around your schedule. 

Don’t delay — make your plan to vote early today!",Joe Biden,liberal
400489934293579,"Folks, I’ll be honest: this race is still incredibly tight. Whether or not we defeat Donald Trump and Republicans nationwide on November 3 depends on whether everyone who wants us to win is willing to turn their support into action. 

Can you rush a $10 donation to help push us over the finish line in the final weeks before Election Day? Your donation could be the one that makes the difference between victory and defeat.",Joe Biden,liberal
2672948279595386,You can end the chaos.,Mike Bloomberg,liberal
178377880167064,We need a President who can get things done for African Americans. Mike will put $70 billion into black neighborhoods.,Mike Bloomberg,liberal
336074731120634,"Donald Trump and Republican leadership think our country was built by the ultra-wealthy and well connected. It wasn’t. It was built on the backs of everyday, hard working Americans who organized unions and fought for worker protections.

With the upheaval caused by the COVID-19 crisis, it’s never been more important to address rising income inequality, stagnant real wages, the loss of pensions, and the exploitation of workers. Our country is stronger when our unions are thriving. If you agree, sign on today to stand with me in the fight:",Joe Biden,liberal
1144180945941864,"As the deadly coronavirus hits the United States, we need a leader who knows how to manage a crisis. As mayor, Mike Bloomberg steadied and rebuilt New York City in the aftermath of 9/11, oversaw the city's emergency response to natural disasters and upgraded hospital preparedness to manage health crises. Mike is ready to lead our country and keep us safe.",Mike Bloomberg,liberal
1558415444324991,"Under President Trump, the national debt ballooned, and our health care coverage has been at risk.

Donald Trump has made plenty of broken promises. Now it's time for a change. Learn more:",Mike Bloomberg,liberal
174125990552706,"Have you heard the slogan, “Mike will get it done?” Do you know what that means? It means Mike is ready for action. He expanded health coverage for 700,000 people as mayor of the nation’s largest city. As president, he’ll build on Obamacare — not tear it down. Add your name now to help ensure quality care for all.",Mike Bloomberg,liberal
1076379089401689,"Mike Bloomberg led New York to solve big problems by working with everyone, together.",Mike Bloomberg,liberal
187561762348591,Learn how Donald Trump has hurt our health care:,Mike Bloomberg,liberal
432795094081444,"Mike has led the fight against climate change throughout his career — cutting emissions and improving environmental quality. As president, he'll do even more— restoring our climate leadership and making the fight against climate change a national priority.",Mike Bloomberg,liberal
775763959657838,,Joe Biden,liberal
558810808041932,"The pundits and political establishment are panicking about our momentum. They are trying to do whatever they can to dismiss us. 

Our job is to stay focused, keep knocking doors, and win in New Hampshire on February 11, and then all over this country. Can you make a donation to our campaign to send the establishment a message that we aren’t going anywhere?",Bernie Sanders,liberal
508983923089077,Trump is scared. Wanna know why? Watch this.,Mike Bloomberg,liberal
183625982916789,"President Trump has made enough broken promises. Now, it's time for a change.",Mike Bloomberg,liberal
467690094140057,"Mike Bloomberg will expand access to health care, lower costs, and protect Americans with pre-existing conditions.",Mike Bloomberg,liberal
171434064171294,"It's simple: Fossil fuels have become more trouble than they're worth. Mike's got a plan to pivot to efficient and clean energy, keep our economy on track and keep our climate viable.",Mike Bloomberg,liberal
2602126666738713,"I am enormously proud of our victory in New Hampshire. But there are a lot of big and expensive states voting very soon, and we need to compete in every one of them. So please, make a contribution to stand with us, and put us in a position to win this election and transform our country.",Bernie Sanders,liberal
2975305382532522,You can end this chaos by voting Trump out in November.,Mike Bloomberg,liberal
1232670750401467,"You make a lot of important decisions as president. But the first one is who you select to be your vice president. I’ve decided that Kamala Harris is the best person to help me take this fight to Donald Trump, Mike Pence, and the GOP this November.
 
Her record of accomplishment -- fighting tooth and nail for what’s right -- is why I’m choosing her. There is no door Kamala won’t knock on, no stone she’ll leave unturned, if it means making life better -- for the people.

Donald Trump seeks to divide us, because he knows we’re more powerful when we work together. That’s why I need you to chip in what you can, right now, to join my and Kamala’s team and fight for the soul of our nation. Will you help us?",Joe Biden,liberal
638963620205491,"Mike is 100% pro-choice.

As president, he’ll reverse Trump’s abortion gag rules, support Roe, and defend our rights.",Mike Bloomberg,liberal
2947755708606493,"SIGN OBAMA’S BIRTHDAY CARD >>

Help us wish President Obama a happy birthday and share your favorite memory from his presidency!",Democratic Party,liberal
1248471858692193,We cannot afford four more years of broken promises.,Mike Bloomberg,liberal
2600067510258111,"𝐒𝐓𝐀𝐍𝐃 𝐖𝐈𝐓𝐇 𝐁𝐀𝐑𝐀𝐂𝐊 𝐎𝐁𝐀𝐌𝐀 >>> 𝐒𝐈𝐆𝐍 𝐓𝐇𝐄 𝐏𝐄𝐓𝐈𝐓𝐈𝐎𝐍 𝐅𝐎𝐑 𝐔𝐍𝐈𝐕𝐄𝐑𝐒𝐀𝐋 𝐕𝐎𝐓𝐄-𝐁𝐘-𝐌𝐀𝐈𝐋
President Obama supports vote-by-mail because nobody should have to choose between voting and staying healthy. We need 1,607 more people to sign the petition by 11:59 p.m. to demand Congress implement vote-by-mail for all Americans!",Democratic Governors Association (DGA),liberal
2716889771758185,"Government shutdowns, administration turnover, record deficit?

The only constant in Trump's White House is chaos. Let's do something about it. Learn more and vote him out:",Mike Bloomberg,liberal
2397935977186290,No more climate deniers in the White House. Mike Bloomberg will restore real leadership on climate change.,Mike Bloomberg,liberal
383634116138791,"Hey there, it’s Leslie Odom Jr. The original Broadway cast of Hamilton is holding a grassroots fundraiser TONIGHT to support Joe, Kamala, and Democrats across the country! 

Will you be in the room where it happens? Make a donation of any amount to join us there.",Joe Biden,liberal
1684256215068078,"🚨𝗨𝗥𝗚𝗘𝗡𝗧🚨 The GOP is in complete PANIC MODE over what The Rachel Maddow Show is reporting…
""𝐼𝑓 𝑦𝑜𝑢’𝑟𝑒 𝑀𝑖𝑡𝑐ℎ 𝑀𝑐𝐶𝑜𝑛𝑛𝑒𝑙𝑙, 𝑦𝑜𝑢’𝑟𝑒 𝑁𝑂𝑇 𝐻𝐴𝑃𝑃𝑌 𝑤𝑖𝑡ℎ 𝑤ℎ𝑎𝑡 𝑦𝑜𝑢’𝑟𝑒 𝑠𝑒𝑒𝑖𝑛𝑔.""
 
𝗛𝗔𝗩𝗘 𝗬𝗢𝗨𝗥 𝗗𝗢𝗡𝗔𝗧𝗜𝗢𝗡 𝗧𝗥𝗜𝗣𝗟𝗘-𝗠𝗔𝗧𝗖𝗛𝗘𝗗 𝗧𝗢 𝗞𝗘𝗘𝗣 𝗥𝗘𝗣𝗨𝗕𝗟𝗜𝗖𝗔𝗡𝗦 𝗣𝗔𝗡𝗜𝗖𝗞𝗜𝗡𝗚 >> This is the FINAL FEC quarterly deadline of the election which makes it the 𝗺𝗼𝘀𝘁 𝗶𝗺𝗽𝗼𝗿𝘁𝗮𝗻𝘁 𝗼𝗻𝗲 𝘆𝗲𝘁: Wednesday, Sept. 30, 11:59 P.M.

Republicans are more VULNERABLE than they’ve EVER been. Our Democratic challengers are beating them in SIX battleground races -- and we need just FOUR seats to flip the Senate. 𝗕𝘂𝘁 𝗮 𝗠𝗶𝘁𝗰𝗵 𝗠𝗰𝗖𝗼𝗻𝗻𝗲𝗹𝗹–𝗮𝗹𝗶𝗴𝗻𝗲𝗱 𝘀𝘂𝗽𝗲𝗿 𝗣𝗔𝗖 𝗶𝘀 𝗳𝗿𝗲𝗮𝗸𝗶𝗻𝗴 𝗼𝘂𝘁 𝗮𝗻𝗱 𝗷𝘂𝘀𝘁 𝗮𝗻𝗻𝗼𝘂𝗻𝗰𝗲𝗱 𝘁𝗵𝗲𝘆 𝗵𝗮𝘃𝗲 $𝟭𝟮𝟭 𝗠𝗜𝗟𝗟𝗜𝗢𝗡 𝘁𝗼 𝘀𝗽𝗲𝗻𝗱 𝗼𝗻 𝗡𝗘𝗪 𝗮𝘁𝘁𝗮𝗰𝗸 𝗮𝗱𝘀 𝗮𝗴𝗮𝗶𝗻𝘀𝘁 𝗼𝘂𝗿 𝗗𝗲𝗺𝗼𝗰𝗿𝗮𝘁𝗶𝗰 𝗰𝗮𝗻𝗱𝗶𝗱𝗮𝘁𝗲𝘀 (that's 3x what they had in the previous cycle)‼️

Simply put, Republicans are TERRIFIED that McConnell’s majority -- AND control of our Supreme Court -- is in serious danger. But we haven’t won yet, so we’ll be blunt: 𝗪𝗲 𝗰𝗮𝗻𝗻𝗼𝘁 𝗳𝗶𝗴𝗵𝘁 𝗯𝗮𝗰𝗸 𝗮𝗴𝗮𝗶𝗻𝘀𝘁 𝘁𝗵𝗶𝘀 𝗦𝗨𝗥𝗚𝗘 𝗶𝗻 𝗚𝗢𝗣 𝗮𝘁𝘁𝗮𝗰𝗸𝘀 𝘂𝗻𝗹𝗲𝘀𝘀 𝗗𝗲𝗺𝗼𝗰𝗿𝗮𝘁𝘀 𝗹𝗶𝗸𝗲 𝘆𝗼𝘂 𝗿𝘂𝘀𝗵 𝘆𝗼𝘂𝗿 𝗶𝗺𝗺𝗲𝗱𝗶𝗮𝘁𝗲 𝗴𝗿𝗮𝘀𝘀𝗿𝗼𝗼𝘁𝘀 𝘀𝘂𝗽𝗽𝗼𝗿𝘁.
 
>> 𝗨𝗡𝗟𝗢𝗖𝗞 𝗬𝗢𝗨𝗥 𝗧𝗥𝗜𝗣𝗟𝗘-𝗠𝗔𝗧𝗖𝗛 𝗢𝗣𝗣𝗢𝗥𝗧𝗨𝗡𝗜𝗧𝗬 𝗔𝗦𝗔𝗣: Please, donate any amount -- before the FINAL FEC quarterly deadline of the cycle at 11:59 P.M. -- to have every dollar TRIPLED so we can flip the Senate, protect the future of the Supreme Court, and ensure an end to Mitch McConnell’s majority once and for all!

*𝐖𝐞 𝐚𝐫𝐞 𝐭𝐡𝐞 𝐨𝐧𝐥𝐲 𝐜𝐨𝐦𝐦𝐢𝐭𝐭𝐞𝐞 𝐬𝐨𝐥𝐞𝐥𝐲 𝐝𝐞𝐝𝐢𝐜𝐚𝐭𝐞𝐝 𝐭𝐨 𝐟𝐥𝐢𝐩𝐩𝐢𝐧𝐠 𝐭𝐡𝐞 𝐒𝐞𝐧𝐚𝐭𝐞.*",Senate Democrats,liberal
2263594623941479,"Trump isn’t getting it done.

- He’s chaotic.
- He’s divisive.
- He fails to keep his promises.

It’s time to vote him out.",Mike Bloomberg,liberal
594819724699827,"President Trump has made enough broken promises. Now, it's time for a change.",Mike Bloomberg,liberal
2801145503303018,Can we afford four more years of broken promises? It's time for a change.,Mike Bloomberg,liberal
793936868223966,"LIVE POLL: Which battleground state should Democrats flip next?

🔘  Florida 
🔘  North Carolina
🔘  Ohio 
🔘  South Carolina
🔘  Texas
🔘  Other

Share your feedback before our daily 11:59 PM deadline >>",Democratic Party,liberal
2385253981769032,{{product.brand}},Joe Biden,liberal
1613662008788793,"Joe Biden is headed to Waukee! Join us at the Vince Meyer Learning Center Gymnasium on Thursday, January 30th for a community event.

Hear from Joe and learn what you can do to help us get out the caucus and lead Joe to victory in Iowa!",Joe Biden,liberal
600804764095044,"President Trump’s company was just caught charging his own Secret Service an exorbitant amount of money - up to $650 A NIGHT - to stay at Trump properties, and $17,000 a month to use Trump’s golf resort. That money comes from us, the taxpayers. Once again, Trump is corruptly using the presidency to pad his own family’s pockets.",Mike Bloomberg,liberal
790713478450717,Let Joe know you're with him.,Joe Biden,liberal
191094372001778,Trump is rattled by Mike. Watch this and find out why.,Mike Bloomberg,liberal
726118014617150,"𝐒𝐈𝐆𝐍 𝐏𝐑𝐄𝐒𝐈𝐃𝐄𝐍𝐓 𝐎𝐁𝐀𝐌𝐀'𝐒 𝐁𝐈𝐑𝐓𝐇𝐃𝐀𝐘 𝐂𝐀𝐑𝐃!
Michelle Obama is wishing President Obama a happy birthday. Joe Biden is wishing Obama a happy birthday. Nancy Pelosi is wishing Obama a happy birthday. We need 1,522 more Democrats like you to join them by signing the card before 11:59 p.m. – add your name now!",Democratic Governors Association (DGA),liberal
651243835532231,,Joe Biden,liberal
750631179090805,"𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐏𝐎𝐋𝐋 𝐀𝐋𝐄𝐑𝐓: Joe Biden just chose Kamala Harris to be his running mate! New polls show Joe Biden and Donald Trump in a statistical TIE in must-win swing states: Could Harris make the difference? We urgently need to hear from Democrats in your area, but you haven’t responded. Tell us before 11:59 p.m.: Will you vote for Joe Biden and Kamala Harris?",Democratic Governors Association (DGA),liberal
191180078896930,We need a President who can get things done for African Americans. Mike will put $70 billion into black neighborhoods.,Mike Bloomberg,liberal
140480157022765,Mike will work for black Americans. He’ll fight to end mass incarceration and invest $70 billion in black communities.,Mike Bloomberg,liberal
595409044349263,"Have you heard the slogan, “Mike will get it done?” It means Mike Bloomberg has the experience to tackle our toughest challenges. As mayor, he created nearly 500,000 new jobs. As president, he'll raise wages and create jobs in every community. Mike will get it done.",Mike Bloomberg,liberal
326823812078419,,Joe Biden,liberal
322422975646226,"We just got some worrying news out of Michigan. It’s a brand new poll showing Trump 47% (🔺2) vs. Biden 45%. We need a big surge in grassroots donations ASAP or else we could lose in Michigan and other critical battleground states. So, what do you think? Can you make a quick $10 donation to help us defeat Trump and the GOP right now? Your grassroots donations power ALL our efforts, so even $5 or $10 really helps.",Joe Biden,liberal
128823908456572,Learn how Donald Trump has hurt our health care:,Mike Bloomberg,liberal
661147211265535,"Joe and Kamala are counting on your vote! Please, click below and take just a minute to confirm your polling place before Election Day on Tuesday, Nov. 3!",Joe Biden,liberal
269047788211527,"🚨🚨𝐁𝐎𝐌𝐁𝐒𝐇𝐄𝐋𝐋 𝐍𝐄𝐖𝐒🚨🚨 𝐆𝐞𝐨𝐫𝐠𝐢𝐚 𝐆𝐎𝐏 𝐞𝐧𝐚𝐜𝐭𝐬 𝐌𝐀𝐉𝐎𝐑 𝐯𝐨𝐭𝐞𝐫 𝐬𝐮𝐩𝐩𝐫𝐞𝐬𝐬𝐢𝐨𝐧 𝐥𝐚𝐰 𝐭𝐡𝐚𝐭 𝐒𝐭𝐚𝐜𝐞𝐲 𝐀𝐛𝐫𝐚𝐦𝐬 𝐢𝐬 𝐜𝐚𝐥𝐥𝐢𝐧𝐠 “𝐉𝐢𝐦 𝐂𝐫𝐨𝐰 𝟐.𝟎”! We need to hear from 374 more Democrats by 11:59 P.M. tonight: WILL YOU STAND WITH STACEY ABRAMS AND SIGN THE PETITION TO DEFEND OUR VOTING RIGHTS?
 
This new Georgia law, signed behind closed doors, is one of the most dangerous, most restrictive bills we’ve seen in GENERATIONS. The law allows the Republican-controlled legislature to SUSPEND and REPLACE local election officials, slashes early voting, restricts ballot drop boxes, and even makes it a crime to hand out food and water to people waiting in line to vote! ⬇️⬇️⬇️
 
>> 𝟭𝟭:𝟱𝟵 𝗣.𝗠. 𝗗𝗘𝗔𝗗𝗟𝗜𝗡𝗘 | 𝗢𝗨𝗥 𝗗𝗘𝗠𝗢𝗖𝗥𝗔𝗖𝗬 𝗜𝗦 𝗔𝗧 𝗦𝗧𝗔𝗞𝗘: With Republicans launching an all-out assault on our constitutional right to vote, we MUST fight back IMMEDIATELY. This is an ALL-HANDS-ON-DECK MOMENT, and our democracy is hanging in the balance. 𝗔𝘀 𝗼𝗻𝗲 𝗼𝗳 𝘁𝗵𝗲 𝘁𝗼𝗽 𝗗𝗲𝗺𝗼𝗰𝗿𝗮𝘁𝘀 𝗶𝗻 𝘆𝗼𝘂𝗿 𝗮𝗿𝗲𝗮, 𝘆𝗼𝘂’𝘃𝗲 𝗯𝗲𝗲𝗻 𝘀𝗽𝗲𝗰𝗶𝗳𝗶𝗰𝗮𝗹𝗹𝘆 𝗰𝗵𝗼𝘀𝗲𝗻 𝘁𝗼 𝗮𝗱𝗱 𝘆𝗼𝘂𝗿 𝗻𝗮𝗺𝗲 𝘁𝗼 𝗼𝘂𝗿 𝘂𝗿𝗴𝗲𝗻𝘁 𝗽𝗲𝘁𝗶𝘁𝗶𝗼𝗻 -- but this petition closes in just hours, and we’re still missing your signature. Tell us before it’s too late: WILL YOU SIGN THE PETITION TO DEFEND OUR VOTING RIGHTS?",Senate Democrats,liberal
3870303629654332,Donald Trump has hurt our health care. It's time for a change.,Mike Bloomberg,liberal
488991415326591,"Democrats want to hear from YOU this election season! 

Will you take a moment to complete our Official 2020 DNC Priorities Survey today? 

TAKE THE OFFICIAL DNC 2020 PRIORITIES SURVEY >>",Democratic Party,liberal
1582510795223137,We need a leader committed to unifying us. Mike knows how to do it.,Mike Bloomberg,liberal
869640116822721,"Government shutdowns, administration turnover, record deficit? We can do something about it.",Mike Bloomberg,liberal
2673997132688266,Mike got his work ethic from his parents. And that drive to work hard and be a team player led him to where he is today.,Mike Bloomberg,liberal
609976533171332,"Mike will take on Trump and beat him. He’ll build on Obamacare, expand coverage, and stand up to GOP attacks on our care.",Mike Bloomberg,liberal
185358899564047,"Trump’s erratic response to the coronavirus is sending the markets into a freefall. Mike is a proven, steady leader who will keep us safe.",Mike Bloomberg,liberal
265701621535079,"Have you ever seen an official election drop box? They come in all colors and shapes and sizes!

Find your LOCAL drop box right now at iwillvote.com/locate. Then return your ballot today!",Democratic Party,liberal
2638752432838443,"As president, Mike Bloomberg will expand health care to everyone.",Mike Bloomberg,liberal
3009314585845288,"𝑭𝑰𝑹𝑺𝑻: RealClearPolitics said: “S.C. Senate Race Shifts to ‘Toss Up’”

𝑻𝑯𝑬𝑵: MSNBC said: “People are talking about a possible upset in South Carolina”

𝑵𝑶𝑾: CNN says: “S.C. Senate Seat Among Top-10 Most Likely to Flip”

The experts agree, Jaime Harrison is our BEST chance to defeat Lindsey Graham once and for all! But we CAN’T let up -- and we urgently need to raise $75,000 **this week** to reach CRUCIAL South Carolina swing voters. Please rush $10 right away >>",Jaime Harrison,liberal
1348693698654748,Mike learned from his parents that you'll do well if you work hard and treat people right. Mike's ready to bring that thinking to the White House.,Mike Bloomberg,liberal
